Ano,Jogo,Time1,p1,p2,Time2,Competição,Fase,tr1,tr2,pe1,pe2,Data,Estadio,Pais
6,88,Brasil,1,1,Grécia,Copa,2ª rodada,,,,,,,
6,87,Bulgária,4,2,Rep Tcheca,Copa,2ª rodada,,,,,,,
6,86,Áustria,3,0,Nigéria,Copa,2ª rodada,,,,,,,
6,85,Canadá,1,3,Turquia,Copa,2ª rodada,,,,,,,
6,84,Japão,6,1,Paquistão,Copa,2ª rodada,,,,,,,
6,83,Equador,3,1,Chipre,Copa,2ª rodada,,,,,,,
6,82,Ucrânia,2,2,México,Copa,2ª rodada,,,,,,,
6,81,Jamaica,2,1,Kwait,Copa,1ª rodada,,,,,,,
6,80,Coréia do Sul,2,1,Nova Zelândia,Copa,1ª rodada,,,,,,,
6,79,Letônia,1,3,Espanha,Copa,1ª rodada,,,,,,,
6,78,França,2,3,Portugal,Copa,1ª rodada,,,,,,,
6,77,Rússia,3,2,Costa Rica,Copa,1ª rodada,,,,,,,
6,76,Argentina,5,1,Islândia,Copa,1ª rodada,,,,,,,
6,75,Colômbia,0,2,Polônia,Copa,1ª rodada,,,,,,,
6,74,Italia,2,0,África do Sul,Copa,1ª rodada,,,,,,,
6,73,Grécia,3,2,Uruguai,Copa,1ª rodada,,,,,,,
6,72,Brasil,3,3,Finlândia,Copa,1ª rodada,,,,,,,
6,71,Nigéria,3,2,Rep Tcheca,Copa,1ª rodada,,,,,,,
6,70,Áustria,1,1,Bulgária,Copa,1ª rodada,,,,,,,
6,69,Paquistão,1,2,Turquia,Copa,1ª rodada,,,,,,,
6,68,Japão,2,0,Canadá,Copa,1ª rodada,,,,,,,
6,67,México,1,3,Chipre,Copa,1ª rodada,,,,,,,
6,66,Ucrânia,0,2,Equador,Copa,1ª rodada,,,,,,,
6,65,Italia,2,3,Alemanha,Confederações,Final,,,,,,,
6,64,Brasil,5,0,Escócia,Confederações,D. 3º Lugar,,,,,,,
6,63,Alemanha,4,1,Escócia,Confederações,Semi-final,,,,,,,
6,62,Italia,3,1,Brasil,Confederações,Semi-final,,,,,,,
6,61,Camarões,1,2,Coréia do Sul,Confederações,3ª rodada,,,,,,,
6,60,Brasil,2,1,Alemanha,Confederações,3ª rodada,,,,,,,
6,59,Costa Rica,1,2,Austrália,Confederações,3ª rodada,,,,,,,
6,58,Italia,2,1,Escócia,Confederações,3ª rodada,,,,,,,
6,57,Camarões,1,2,Alemanha,Confederações,2ª rodada,,,,,,,
6,56,Brasil,2,1,Coréia do Sul,Confederações,2ª rodada,,,,,,,
6,55,Costa Rica,0,3,Escócia,Confederações,2ª rodada,,,,,,,
6,54,Italia,3,0,Austrália,Confederações,2ª rodada,,,,,,,
6,53,Coréia do Sul,1,3,Alemanha,Confederações,1ª rodada,,,,,,,
6,52,Brasil,2,3,Camarões,Confederações,1ª rodada,,,,,,,
6,51,Austrália,2,2,Escócia,Confederações,1ª rodada,,,,,,,
6,50,Italia,2,5,Costa Rica,Confederações,1ª rodada,,,,,,,
6,49,África do Sul,3,2,Austrália,Eliminatórias,Repescagem,,,,,,,
6,48,Austrália,2,1,Venezuela,Eliminatórias,Repescagem,1,1,,,,,
6,47,Jamaica,2,1,Honduras,Eliminatórias,CONCACAF-3r,,,,,,,
6,46,Honduras,2,0,Guatemala,Eliminatórias,CONCACAF-2r,,,,,,,
6,45,Jamaica,2,1,Panamá,Eliminatórias,CONCACAF-2r,,,,,,,
6,44,Honduras,3,1,El Salvador,Eliminatórias,CONCACAF-1r,,,,,,,
6,43,Jamaica,4,2,Estados Unidos,Eliminatórias,CONCACAF-1r,,,,,,,
6,42,Peru,1,1,Venezuela,Eliminatórias,Repescagem,1,1,3,4,,,
6,41,Equador,3,3,Venezuela,Eliminatórias,CONMEBOL-2r,,,,,,,
6,40,Argentina,2,0,Peru,Eliminatórias,CONMEBOL-2r,,,,,,,
6,39,Bolívia,1,1,Peru,Eliminatórias,CONMEBOL-1r,1,1,2,4,,,
6,38,Marrocos,2,0,Nigéria,Eliminatórias,CAF-3r,,,,,,,
6,37,África do Sul,0,3,Nigéria,Eliminatórias,CAF-2r,,,,,,,
6,36,África do Sul,3,0,Marrocos,Eliminatórias,CAF-1r,,,,,,,
6,35,Rússia,1,2,Letônia,Eliminatórias,UEFA-3r,,,,,,,
6,34,Romênia,1,3,Islândia,Eliminatórias,UEFA-3r,,,,,,,
6,33,Espanha,4,1,Luxemburgo,Eliminatórias,UEFA-3r,,,,,,,
6,32,Chipre,3,2,Luxemburgo,Eliminatórias,UEFA-2r,2,2,,,,,
6,31,Bulgária,2,1,Islândia,Eliminatórias,UEFA-2r,,,,,,,
6,30,Grécia,3,2,Letônia,Eliminatórias,UEFA-2r,2,2,,,,,
6,29,Suiça,1,3,Rússia,Eliminatórias,UEFA-2r,,,,,,,
6,28,Finlândia,2,1,Romênia,Eliminatórias,UEFA-2r,,,,,,,
6,27,Espanha,1,2,Portugal,Eliminatórias,UEFA-2r,,,,,,,
6,26,Geórgia,0,1,Luxemburgo,Eliminatórias,UEFA-1r,,,,,,,
6,25,Chipre,2,1,Lituânia,Eliminatórias,UEFA-1r,,,,,,,
6,24,Islândia,3,1,Bielorússia,Eliminatórias,UEFA-1r,,,,,,,
6,23,Bulgária,3,0,Armênia,Eliminatórias,UEFA-1r,,,,,,,
6,22,Letônia,2,1,Macedônia,Eliminatórias,UEFA-1r,1,1,,,,,
6,21,Grécia,3,1,Irlanda do Norte,Eliminatórias,UEFA-1r,,,,,,,
6,20,Rússia,3,0,Hungria,Eliminatórias,UEFA-1r,,,,,,,
6,19,Suiça,4,0,Azerbaijão,Eliminatórias,UEFA-1r,,,,,,,
6,18,Ilhas Faroe,2,3,Romênia,Eliminatórias,UEFA-1r,,,,,,,
6,17,Finlândia,3,0,Liechenstein,Eliminatórias,UEFA-1r,,,,,,,
6,16,Eslovênia,1,2,Portugal,Eliminatórias,UEFA-1r,,,,,,,
6,15,Espanha,3,0,Holanda,Eliminatórias,UEFA-1r,,,,,,,
6,14,Paquistão,2,1,Cingapura,Eliminatórias,AFC-3r,,,,,,,
6,13,Kwait,2,0,Qatar,Eliminatórias,AFC-3r,,,,,,,
6,12,Bahrein,0,0,Cingapura,Eliminatórias,AFC-2r,0,0,2,3,,,
6,11,Jordânia,1,1,Paquistão,Eliminatórias,AFC-2r,1,1,1,3,,,
6,10,Síria,1,3,Qatar,Eliminatórias,AFC-2r,,,,,,,
6,9,Kwait,3,1,Indonésia,Eliminatórias,AFC-2r,,,,,,,
6,8,Cingapura,1,0,Sri Lanka,Eliminatórias,AFC-1r,,,,,,,
6,7,Camboja,0,1,Bahrein,Eliminatórias,AFC-1r,,,,,,,
6,6,Arábia Saudita,0,1,Paquistão,Eliminatórias,AFC-1r,,,,,,,
6,5,Jordânia,2,1,Mongólia,Eliminatórias,AFC-1r,,,,,,,
6,4,Qatar,1,0,Jordânia,Eliminatórias,AFC-1r,,,,,,,
6,3,Síria,1,0,Bangladesh,Eliminatórias,AFC-1r,,,,,,,
6,2,Laos,0,2,Indonésia,Eliminatórias,AFC-1r,,,,,,,
6,1,Kwait,1,0,Taiwan,Eliminatórias,AFC-1r,,,,,,,
5,139,Ucrânia,1,1,França,Copa,Final,1,1,4,2,,,
5,138,Nova Zelândia,2,4,Colômbia,Copa,D. 3º Lugar,,,,,,,
5,137,Colômbia,1,2,França,Copa,Semi-final,,,,,,,
5,136,Ucrânia,2,1,Nova Zelândia,Copa,Semi-final,1,1,,,,,
5,135,México,2,3,França,Copa,4as-de-final,2,2,,,,,
5,134,Uruguai,0,1,Colômbia,Copa,4as-de-final,,,,,,,
5,133,Nova Zelândia,1,1,Brasil,Copa,4as-de-final,1,1,5,4,,,
5,132,Ucrânia,5,1,Coréia do Sul,Copa,4as-de-final,,,,,,,
5,131,Rep Tcheca,0,1,França,Copa,8vas-de-final,,,,,,,
5,130,México,1,0,Italia,Copa,8vas-de-final,,,,,,,
5,129,Polônia,1,1,Colômbia,Copa,8vas-de-final,1,1,2,4,,,
5,128,Turquia,1,3,Uruguai,Copa,8vas-de-final,,,,,,,
5,127,Brasil,3,1,Costa Rica,Copa,8vas-de-final,,,,,,,
5,126,Nova Zelândia,2,1,Canadá,Copa,8vas-de-final,,,,,,,
5,125,Coréia do Sul,3,2,Japão,Copa,8vas-de-final,,,,,,,
5,124,Ucrânia,4,0,Áustria,Copa,8vas-de-final,,,,,,,
5,123,Rep Tcheca,1,0,Colômbia,Copa,3ª rodada,,,,,,,
5,122,Inglaterra,1,3,Paraguai,Copa,3ª rodada,,,,,,,
5,121,Camarões,1,2,Polônia,Copa,3ª rodada,,,,,,,
5,120,França,2,1,Irã,Copa,3ª rodada,,,,,,,
5,119,Israel,0,3,Uruguai,Copa,3ª rodada,,,,,,,
5,118,Escócia,2,3,México,Copa,3ª rodada,,,,,,,
5,117,Maurício,0,1,Canadá,Copa,3ª rodada,,,,,,,
5,116,Ucrânia,0,0,Irlanda,Copa,3ª rodada,,,,,,,
5,115,Trinidad e Tobago,0,1,Japão,Copa,3ª rodada,,,,,,,
5,114,Brasil,4,1,Bélgica,Copa,3ª rodada,,,,,,,
5,113,Coréia do Sul,2,0,Costa Rica,Copa,3ª rodada,,,,,,,
5,112,Chile,0,2,Nepal,Copa,3ª rodada,,,,,,,
5,111,Áustria,1,2,Sérvia,Copa,3ª rodada,,,,,,,
5,110,Alemanha,0,2,Nova Zelândia,Copa,3ª rodada,,,,,,,
5,109,Turquia,2,1,Suécia,Copa,3ª rodada,,,,,,,
5,108,Italia,1,1,Eslováquia,Copa,3ª rodada,,,,,,,
5,107,Rep Tcheca,3,1,Paraguai,Copa,2ª rodada,,,,,,,
5,106,Inglaterra,1,4,Colômbia,Copa,2ª rodada,,,,,,,
5,105,Camarões,2,1,Irã,Copa,2ª rodada,,,,,,,
5,104,França,1,2,Polônia,Copa,2ª rodada,,,,,,,
5,103,Israel,2,2,México,Copa,2ª rodada,,,,,,,
5,102,Escócia,2,1,Uruguai,Copa,2ª rodada,,,,,,,
5,101,Maurício,1,1,Irlanda,Copa,2ª rodada,,,,,,,
5,100,Ucrânia,3,0,Canadá,Copa,2ª rodada,,,,,,,
5,99,Trinidad e Tobago,0,0,Bélgica,Copa,2ª rodada,,,,,,,
5,98,Brasil,2,1,Japão,Copa,2ª rodada,,,,,,,
5,97,Coréia do Sul,2,0,Nepal,Copa,2ª rodada,,,,,,,
5,96,Chile,1,1,Costa Rica,Copa,2ª rodada,,,,,,,
5,95,Áustria,2,1,Nova Zelândia,Copa,2ª rodada,,,,,,,
5,94,Alemanha,3,1,Sérvia,Copa,2ª rodada,,,,,,,
5,93,Turquia,3,0,Eslováquia,Copa,2ª rodada,,,,,,,
5,92,Italia,3,1,Suécia,Copa,2ª rodada,,,,,,,
5,91,Colômbia,2,2,Paraguai,Copa,1ª rodada,,,,,,,
5,90,Inglaterra,3,1,Rep Tcheca,Copa,1ª rodada,,,,,,,
5,89,Polônia,2,1,Irã,Copa,1ª rodada,,,,,,,
5,88,França,4,2,Camarões,Copa,1ª rodada,,,,,,,
5,87,Uruguai,2,2,México,Copa,1ª rodada,,,,,,,
5,86,Escócia,1,2,Israel,Copa,1ª rodada,,,,,,,
5,85,Canadá,3,0,Irlanda,Copa,1ª rodada,,,,,,,
5,84,Ucrânia,4,0,Maurício,Copa,1ª rodada,,,,,,,
5,83,Japão,3,2,Bélgica,Copa,1ª rodada,,,,,,,
5,82,Brasil,4,0,Trinidad e Tobago,Copa,1ª rodada,,,,,,,
5,81,Costa Rica,2,1,Nepal,Copa,1ª rodada,,,,,,,
5,80,Chile,1,2,Coréia do Sul,Copa,1ª rodada,,,,,,,
5,79,Sérvia,2,3,Nova Zelândia,Copa,1ª rodada,,,,,,,
5,78,Alemanha,1,2,Áustria,Copa,1ª rodada,,,,,,,
5,77,Suécia,2,0,Eslováquia,Copa,1ª rodada,,,,,,,
5,76,Italia,1,1,Turquia,Copa,1ª rodada,,,,,,,
5,75,Chile,2,2,Austrália,Reis,Fase final,,,,,,,
5,74,Brasil,2,0,Alemanha,Reis,Fase final,,,,,,,
5,73,Chile,1,1,Alemanha,Reis,Fase final,,,,,,,
5,72,Brasil,1,0,Austrália,Reis,Fase final,,,,,,,
5,71,Austrália,2,1,Alemanha,Reis,Fase final,,,,,,,
5,70,Brasil,1,2,Chile,Reis,Fase final,,,,,,,
5,69,Chile,3,1,Italia,Reis,Repescagem,,,,,,,
5,68,Austrália,2,1,França,Reis,Repescagem,,,,,,,
5,67,Argentina,0,0,Chile,Reis,1ª fase,,,,,,,
5,66,Alemanha,2,1,Escócia,Reis,1ª fase,,,,,,,
5,65,Eslováquia,0,3,Austrália,Reis,1ª fase,,,,,,,
5,64,Italia,1,1,Brasil,Reis,1ª fase,,,,,,,
5,63,Argentina,1,0,Escócia,Reis,1ª fase,,,,,,,
5,62,Alemanha,1,2,França,Reis,1ª fase,,,,,,,
5,61,Eslováquia,0,2,Brasil,Reis,1ª fase,,,,,,,
5,60,Italia,0,1,Inglaterra,Reis,1ª fase,,,,,,,
5,59,Chile,2,0,Escócia,Reis,1ª fase,,,,,,,
5,58,Argentina,1,1,França,Reis,1ª fase,,,,,,,
5,57,Austrália,0,2,Brasil,Reis,1ª fase,,,,,,,
5,56,Eslováquia,1,1,Inglaterra,Reis,1ª fase,,,,,,,
5,55,França,3,1,Escócia,Reis,1ª fase,,,,,,,
5,54,Alemanha,2,1,Chile,Reis,1ª fase,,,,,,,
5,53,Inglaterra,2,5,Brasil,Reis,1ª fase,,,,,,,
5,52,Italia,3,1,Austrália,Reis,1ª fase,,,,,,,
5,51,Chile,3,1,França,Reis,1ª fase,,,,,,,
5,50,Alemanha,4,2,Argentina,Reis,1ª fase,,,,,,,
5,49,Austrália,2,1,Inglaterra,Reis,1ª fase,,,,,,,
5,48,Italia,2,2,Eslováquia,Reis,1ª fase,,,,,,,
5,47,Nova Zelândia,3,0,Bolívia,Eliminatórias,Repescagem,,,,,,,
5,46,Coréia do Sul,4,1,Tailândia,Eliminatórias,AFC-3r,,,,,,,
5,45,Irã,2,1,Líbano,Eliminatórias,AFC-3r,,,,,,,
5,44,Tailândia,2,0,Emirados Árabes,Eliminatórias,AFC-2r,,,,,,,
5,43,Coréia do Sul,2,0,Tajikistão,Eliminatórias,AFC-2r,,,,,,,
5,42,Líbano,1,0,China,Eliminatórias,AFC-2r,,,,,,,
5,41,Irã,1,0,Hong Kong,Eliminatórias,AFC-2r,,,,,,,
5,40,Emirados Árabes,2,0,Brunei,Eliminatórias,AFC-1r,,,,,,,
5,39,Tailândia,1,0,Iraque,Eliminatórias,AFC-1r,,,,,,,
5,38,Tajikistão,0,0,Omã,Eliminatórias,AFC-1r,0,0,4,3,,,
5,37,Coréia do Sul,2,1,Macau,Eliminatórias,AFC-1r,,,,,,,
5,36,Índia,0,1,China,Eliminatórias,AFC-1r,,,,,,,
5,35,Turquemenistão,0,1,Líbano,Eliminatórias,AFC-1r,0,0,,,,,
5,34,Hong Kong,0,0,Filipinas,Eliminatórias,AFC-1r,0,0,5,4,,,
5,33,Irã,1,0,Maldivas,Eliminatórias,AFC-1r,,,,,,,
5,32,Barbados,1,3,México,Eliminatórias,CONCACAF-3r,,,,,,,
5,31,México,0,1,Trinidad e Tobago,Eliminatórias,CONCACAF-2r,,,,,,,
5,30,Canadá,2,1,Barbados,Eliminatórias,CONCACAF-2r,,,,,,,
5,29,Trinidad e Tobago,1,0,Panamá,Eliminatórias,CONCACAF-1r,,,,,,,
5,28,México,1,0,Guatemala,Eliminatórias,CONCACAF-1r,,,,,,,
5,27,St Vicente,0,1,Barbados,Eliminatórias,CONCACAF-1r,,,,,,,
5,26,Canadá,1,1,Estados Unidos,Eliminatórias,CONCACAF-1r,1,1,5,4,,,
5,25,Bolívia,1,0,Peru,Eliminatórias,CONMEBOL-2r,,,,,,,
5,24,Uruguai,2,1,Peru,Eliminatórias,CONMEBOL-1r,1,1,,,,,
5,23,Bolívia,1,2,Paraguai,Eliminatórias,CONMEBOL-1r,,,,,,,
5,22,Maurício,1,0,Nigéria,Eliminatórias,CAF-1r,,,,,,,
5,21,Polônia,1,0,Lituânia,Eliminatórias,UEFA-2r,,,,,,,
5,20,Suécia,3,2,Holanda,Eliminatórias,UEFA-2r,,,,,,,
5,19,Rússia,1,3,Bélgica,Eliminatórias,UEFA-2r,,,,,,,
5,18,Irlanda,2,0,Ilhas Faroe,Eliminatórias,UEFA-2r,,,,,,,
5,17,Romênia,1,3,Turquia,Eliminatórias,UEFA-2r,,,,,,,
5,16,Dinamarca,1,2,Áustria,Eliminatórias,UEFA-2r,,,,,,,
5,15,Rep Tcheca,2,1,Bósnia,Eliminatórias,UEFA-2r,,,,,,,
5,14,Lituânia,2,0,Andorra,Eliminatórias,UEFA-1r,,,,,,,
5,13,Polônia,1,0,Moldávia,Eliminatórias,UEFA-1r,,,,,,,
5,12,Holanda,2,1,Estônia,Eliminatórias,UEFA-1r,,,,,,,
5,11,Suécia,3,1,Albania,Eliminatórias,UEFA-1r,,,,,,,
5,10,Bélgica,2,0,Luxemburgo,Eliminatórias,UEFA-1r,,,,,,,
5,9,Rússia,3,0,Croácia,Eliminatórias,UEFA-1r,,,,,,,
5,8,Ilhas Faroe,1,0,San Marino,Eliminatórias,UEFA-1r,,,,,,,
5,7,Geórgia,0,2,Irlanda,Eliminatórias,UEFA-1r,,,,,,,
5,6,Turquia,4,0,Malta,Eliminatórias,UEFA-1r,,,,,,,
5,5,Romênia,5,3,Eslovênia,Eliminatórias,UEFA-1r,,,,,,,
5,4,Áustria,2,1,Armênia,Eliminatórias,UEFA-1r,1,1,,,,,
5,3,Dinamarca,4,0,Noruega,Eliminatórias,UEFA-1r,,,,,,,
5,2,Bósnia,1,1,Letônia,Eliminatórias,UEFA-1r,1,1,3,2,,,
5,1,Gales,0,1,Rep Tcheca,Eliminatórias,UEFA-1r,0,0,,,,,
4,108,Italia,2,1,Escócia,Copa,Final,,,,,,,
4,107,França,0,1,Eslováquia,Copa,D. 3º Lugar,,,,,,,
4,106,Eslováquia,0,2,Escócia,Copa,Semi-final,,,,,,,
4,105,França,0,2,Italia,Copa,Semi-final,,,,,,,
4,104,Escócia,2,1,Inglaterra,Copa,4as-de-final,,,,,,,
4,103,Chile,1,2,Eslováquia,Copa,4as-de-final,,,,,,,
4,102,Brasil,0,3,Italia,Copa,4as-de-final,,,,,,,
4,101,Japão,2,3,França,Copa,4as-de-final,2,2,,,,,
4,100,Ucrânia,1,2,Inglaterra,Copa,8vas-de-final,1,1,,,,,
4,99,Alemanha,1,2,Escócia,Copa,8vas-de-final,,,,,,,
4,98,Israel,1,1,Eslováquia,Copa,8vas-de-final,,,,,,,
4,97,Chile,2,0,Nepal,Copa,8vas-de-final,,,,,,,
4,96,Italia,2,1,Colômbia,Copa,8vas-de-final,,,,,,,
4,95,Brasil,0,0,Sérvia,Copa,8vas-de-final,,,,,,,
4,94,França,3,0,Camarões,Copa,8vas-de-final,,,,,,,
4,93,Japão,3,1,Costa Rica,Copa,8vas-de-final,,,,,,,
4,92,Argentina,1,1,Eslováquia,Copa,3ª rodada,,,,,,,
4,91,Austrália,1,3,Ucrânia,Copa,3ª rodada,,,,,,,
4,90,Honduras,1,1,Chipre,Copa,3ª rodada,,,,,,,
4,89,Inglaterra,1,1,Israel,Copa,3ª rodada,,,,,,,
4,88,Bulgária,2,2,Nepal,Copa,3ª rodada,,,,,,,
4,87,Alemanha,2,0,Espanha,Copa,3ª rodada,,,,,,,
4,86,Colômbia,1,1,Jamaica,Copa,3ª rodada,,,,,,,
4,85,França,2,1,Equador,Copa,3ª rodada,,,,,,,
4,84,Liechenstein,0,3,África do Sul,Copa,3ª rodada,,,,,,,
4,83,Brasil,3,0,Costa Rica,Copa,3ª rodada,,,,,,,
4,82,Suiça,1,1,Sérvia,Copa,3ª rodada,,,,,,,
4,81,Japão,2,0,Marrocos,Copa,3ª rodada,,,,,,,
4,80,Grécia,1,3,Camarões,Copa,3ª rodada,,,,,,,
4,79,Italia,2,1,Tunísia,Copa,3ª rodada,,,,,,,
4,78,Venezuela,1,2,Chile,Copa,3ª rodada,,,,,,,
4,77,Escócia,2,0,Finlândia,Copa,3ª rodada,,,,,,,
4,76,Argentina,0,3,Ucrânia,Copa,2ª rodada,,,,,,,
4,75,Austrália,2,1,Eslováquia,Copa,2ª rodada,,,,,,,
4,74,Honduras,0,2,Israel,Copa,2ª rodada,,,,,,,
4,73,Inglaterra,3,1,Chipre,Copa,2ª rodada,,,,,,,
4,72,Bulgária,1,1,Espanha,Copa,2ª rodada,,,,,,,
4,71,Alemanha,2,2,Nepal,Copa,2ª rodada,,,,,,,
4,70,Colômbia,1,0,Equador,Copa,2ª rodada,,,,,,,
4,69,França,3,1,Jamaica,Copa,2ª rodada,,,,,,,
4,68,Liechenstein,1,2,Costa Rica,Copa,2ª rodada,,,,,,,
4,67,Brasil,3,1,África do Sul,Copa,2ª rodada,,,,,,,
4,66,Suiça,2,2,Marrocos,Copa,2ª rodada,,,,,,,
4,65,Japão,3,1,Sérvia,Copa,2ª rodada,,,,,,,
4,64,Grécia,3,2,Tunísia,Copa,2ª rodada,,,,,,,
4,63,Italia,3,1,Camarões,Copa,2ª rodada,,,,,,,
4,62,Venezuela,2,1,Finlândia,Copa,2ª rodada,,,,,,,
4,61,Escócia,1,3,Chile,Copa,2ª rodada,,,,,,,
4,60,Eslováquia,2,1,Ucrânia,Copa,1ª rodada,,,,,,,
4,59,Austrália,2,4,Argentina,Copa,1ª rodada,,,,,,,
4,58,Chipre,2,2,Israel,Copa,1ª rodada,,,,,,,
4,57,Inglaterra,1,3,Honduras,Copa,1ª rodada,,,,,,,
4,56,Nepal,1,1,Espanha,Copa,1ª rodada,,,,,,,
4,55,Alemanha,3,1,Bulgária,Copa,1ª rodada,,,,,,,
4,54,Jamaica,1,2,Equador,Copa,1ª rodada,,,,,,,
4,53,França,0,0,Colômbia,Copa,1ª rodada,,,,,,,
4,52,África do Sul,1,2,Costa Rica,Copa,1ª rodada,,,,,,,
4,51,Brasil,1,1,Liechenstein,Copa,1ª rodada,,,,,,,
4,50,Sérvia,1,0,Marrocos,Copa,1ª rodada,,,,,,,
4,49,Japão,2,0,Suiça,Copa,1ª rodada,,,,,,,
4,48,Camarões,2,1,Tunísia,Copa,1ª rodada,,,,,,,
4,47,Italia,1,1,Grécia,Copa,1ª rodada,,,,,,,
4,46,Chile,2,3,Finlândia,Copa,1ª rodada,,,,,,,
4,45,Escócia,2,1,Venezuela,Copa,1ª rodada,,,,,,,
4,44,Quirguistão,0,1,Nepal,Eliminatórias,AFC-3r,,,,,,,
4,43,Uzbequistão,1,2,Japão,Eliminatórias,AFC-3r,,,,,,,
4,42,Nepal,1,0,Guam,Eliminatórias,AFC-2r,,,,,,,
4,41,Quirguistão,0,0,Vietnã,Eliminatórias,AFC-2r,0,0,5,4,,,
4,40,Japão,1,0,Mongólia,Eliminatórias,AFC-2r,,,,,,,
4,39,Uzbequistão,2,0,Iêmen,Eliminatórias,AFC-2r,,,,,,,
4,38,Guam,4,0,Cazaquistão,Eliminatórias,AFC-1r,,,,,,,
4,37,Bangladesh,0,1,Nepal,Eliminatórias,AFC-1r,,,,,,,
4,36,Indonésia,0,0,Vietnã,Eliminatórias,AFC-1r,0,0,2,3,,,
4,35,Qatar,0,2,Quirguistão,Eliminatórias,AFC-1r,,,,,,,
4,34,Mongólia,1,0,Camboja,Eliminatórias,AFC-1r,,,,,,,
4,33,Japão,2,1,Síria,Eliminatórias,AFC-1r,,,,,,,
4,32,Taiwan,0,1,Iêmen,Eliminatórias,AFC-1r,,,,,,,
4,31,Malásia,0,2,Uzbequistão,Eliminatórias,AFC-1r,,,,,,,
4,30,St Vicente,1,2,Barbados,Eliminatórias,CONCACAF-3r,,,,,,,
4,29,Estados Unidos,1,2,Guatemala,Eliminatórias,CONCACAF-3r,,,,,,,
4,28,Trinidad e Tobago,3,1,El Salvador,Eliminatórias,CONCACAF-3r,,,,,,,
4,27,Honduras,2,2,Barbados,Eliminatórias,CONCACAF-2r,,,,,,,
4,26,Costa Rica,2,1,Guatemala,Eliminatórias,CONCACAF-2r,,,,,,,
4,25,Jamaica,2,2,El Salvador,Eliminatórias,CONCACAF-2r,,,,,,,
4,24,Honduras,2,0,St Vicente,Eliminatórias,CONCACAF-1r,,,,,,,
4,23,Costa Rica,1,1,Estados Unidos,Eliminatórias,CONCACAF-1r,,,,,,,
4,22,Jamaica,3,1,Trinidad e Tobago,Eliminatórias,CONCACAF-1r,,,,,,,
4,21,Venezuela,2,1,Peru,Eliminatórias,CONMEBOL-1r,,,,,,,
4,20,Paraguai,0,1,Colômbia,Eliminatórias,CONMEBOL-1r,,,,,,,
4,19,Peru,1,0,Uruguai,Eliminatórias,CONMEBOL-0r,,,,,,,
4,18,Maurício,1,1,Marrocos,Eliminatórias,CAF-3r,,,,,,,
4,17,Camarões,1,2,Marrocos,Eliminatórias,CAF-2r,,,,,,,
4,16,Camarões,3,1,Maurício,Eliminatórias,CAF-1r,,,,,,,
4,15,Inglaterra,3,0,Portugal,Eliminatórias,UEFA-4r,,,,,,,
4,14,Liechenstein,1,1,Portugal,Eliminatórias,UEFA-3r,1,1,4,3,,,
4,13,Inglaterra,1,3,Israel,Eliminatórias,UEFA-3r,,,,,,,
4,12,Portugal,2,3,Chipre,Eliminatórias,UEFA-2r,,,,,,,
4,11,Sérvia,2,0,Liechenstein,Eliminatórias,UEFA-2r,,,,,,,
4,10,Grécia,3,2,Israel,Eliminatórias,UEFA-2r,2,2,,,,,
4,9,Inglaterra,0,1,Bulgária,Eliminatórias,UEFA-2r,,,,,,,
4,8,Irlanda do Norte,0,1,Chipre,Eliminatórias,UEFA-1r,,,,,,,
4,7,Portugal,5,1,Islândia,Eliminatórias,UEFA-1r,,,,,,,
4,6,Azerbaijão,0,2,Liechenstein,Eliminatórias,UEFA-1r,,,,,,,
4,5,Bielorússia,1,2,Sérvia,Eliminatórias,UEFA-1r,,,,,,,
4,4,Israel,4,1,Macedônia,Eliminatórias,UEFA-1r,,,,,,,
4,3,Rússia,1,1,Grécia,Eliminatórias,UEFA-1r,1,1,1,3,,,
4,2,Bulgária,2,1,Hungria,Eliminatórias,UEFA-1r,,,,,,,
4,1,Inglaterra,2,0,Polônia,Eliminatórias,UEFA-1r,,,,,,,
3,129,Argentina,1,2,Escócia,Copa,Final,,,,,,,
3,128,Brasil,2,2,Italia,Copa,D. 3º Lugar,2,2,3,2,,,
3,127,Italia,1,3,Escócia,Copa,Semi-final,,,,,,,
3,126,Argentina,0,0,Brasil,Copa,Semi-final,0,0,3,1,,,
3,125,Escócia,2,1,Chile,Copa,4as-de-final,,,,,,,
3,124,Italia,3,0,Finlândia,Copa,4as-de-final,,,,,,,
3,123,Brasil,3,1,Ucrânia,Copa,4as-de-final,,,,,,,
3,122,Austrália,1,2,Argentina,Copa,4as-de-final,1,1,,,,,
3,121,Chile,1,0,Suiça,Copa,8vas-de-final,,,,,,,
3,120,Equador,0,1,Escócia,Copa,8vas-de-final,,,,,,,
3,119,Espanha,1,3,Finlândia,Copa,8vas-de-final,,,,,,,
3,118,Italia,1,0,Alemanha,Copa,8vas-de-final,,,,,,,
3,117,Ucrânia,2,0,França,Copa,8vas-de-final,,,,,,,
3,116,Brasil,2,1,África do Sul,Copa,8vas-de-final,,,,,,,
3,115,Tunísia,0,1,Argentina,Copa,8vas-de-final,,,,,,,
3,114,Austrália,1,0,Eslováquia,Copa,8vas-de-final,,,,,,,
3,113,Finlândia,1,3,Chile,Copa,3ª rodada,,,,,,,
3,112,Dinamarca,3,1,Bélgica,Copa,3ª rodada,,,,,,,
3,111,Suiça,2,2,Rep Tcheca,Copa,3ª rodada,,,,,,,
